Symbol,Stock Name,Stock Price,Expiry Date,Call Open Int,Call Open Int Change,Call Volume,Call IV,Call LTP,Call Net Change,Call Bid Qty,Call Bid Price,Call Ask Price,Call Ask Qty,Strike Price,Put Bid Qty,Put Bid price,Put Ask Price,Put Ask Qty,Put Net change,Put LTP,Put IV,Put Volume,Put Open Int Change,Put Open Int
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9050,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,3000,1410.1,1699.9,3000,9100,2250,3.1,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9150,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,3000,1310.1,1599.9,3000,9200,2325,3.2,,,,13,,,,1875
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9250,1800,3.3,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,8700,,6,,1390.95,108.9,2250,1392.5,1457.2,2250,9300,150,9,11.7,225,2.7,9,19.99,16,525,27600
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9350,1800,3.55,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,3000,1110.1,1354.05,2250,9400,,,12.05,75,3,11.8,19.75,24,1575,10875
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9450,1800,4.05,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,137775,150,2,,1223.3,119.3,300,1204.4,1259.3,75,9500,225,14,14.45,75,5,14.25,19.23,1082,975,290625
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9550,1800,5.45,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,14025,,,,1052.25,,2250,1105.95,1162.65,75,9600,75,16.2,18.3,75,4.7,17.35,18.73,267,2175,81900
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9650,1800,9.3,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,225,,,,960,,75,1014.85,1070.25,75,9700,300,21,23,75,6.65,21.6,18.32,935,1650,1953825
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9750,1800,15.35,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,75,,1,,951.5,222.65,75,919.4,974.9,75,9800,1125,27,27.95,150,6.85,27.05,17.95,974,8700,86700
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9850,1800,24.4,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,1800,1350,18,,838,109.1,75,829.35,879.45,75,9900,75,31.5,33.4,150,12.05,33.65,17.55,824,14475,316725
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,9950,75,0.2,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,53475,825,27,,765,92.65,75,754.4,772.8,75,10000,1500,41.85,42.9,150,14.45,42,17.19,3116,53100,615150
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,10050,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,17250,375,6,,680,67.55,150,657.25,683.15,300,10100,75,46.85,52.4,75,20.1,48.75,16.45,1196,22875,69300
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,10150,75,1,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,79200,75,23,,588.1,71.65,375,567.95,594.55,150,10200,75,61.2,62.5,675,23,62,16.19,3033,26175,1994100
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,10250,75,0.2,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,97200,5175,103,,500,66,75,500,504.8,75,10300,150,74.75,78,150,27.65,75.1,15.68,1432,33900,147750
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,10350,75,0.05,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,114225,1275,157,,424.15,74.75,75,409.6,430,75,10400,75,93.05,98,75,31.45,94.15,15.4,952,4125,100050
NIFTY,Nifty Exchange,10692.3,6/28/2018,551175,8100,476,,347.05,62.85,300,341.9,346.4,225,10500,150,115,118.4,375,41.6,115.05,14.98,2153,10425,264000
NIFTY,Nifty Exchange,10692.3,6/28/2018,240375,15075,845,4.79,280.3,53.45,75,276.55,280.4,75,10600,225,144.75,146.95,75,46.75,145.75,14.92,2043,50850,502875
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,75,229.55,285.45,75,10650,75,147.35,212.6,75,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,331950,81225,3234,6.3,216.95,43.4,750,216.05,216.8,75,10700,2025,180,182.95,150,56.65,180,14.75,1988,65025,113850
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,75,158.35,223.95,150,10750,75,174.65,250,75,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,275025,18525,2065,6.89,161.5,34.2,1425,161.5,163,75,10800,225,221.7,225.2,150,60.6,221.85,14.69,1978,117450,188250
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,1125,22,,,10850,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,96300,14700,1592,7.15,114.2,25.35,150,110.2,116.7,75,10900,300,268.55,281.75,150,69.65,269.9,14.64,1321,74100,91350
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,75,45,,,10950,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,713775,6600,4417,7.37,78.1,17.8,5925,78.1,79.8,75,11000,150,333.15,342,225,75.1,334.05,15.18,1864,117450,220200
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,11050,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,61725,7575,1045,7.56,51.75,13.7,75,50.45,53.2,150,11100,75,399.95,419.8,150,729.65,410,16.12,10,750,750
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,150,0.6,,,11150,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,84000,9975,1116,7.79,34,9.55,5625,34,35.4,150,11200,75,485,493.15,75,70.5,499.5,17.63,20,1350,4725
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,11250,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,58650,21675,1443,7.99,21.7,6.95,3000,20.05,22,150,11300,2250,545,601.65,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,11350,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,51975,51225,1418,8.19,13.7,4.7,150,12.15,13.9,3000,11400,2250,635.45,695.7,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,75,0.4,,,11450,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,128025,4350,279,8.96,11.6,1.85,75,10.65,11.7,525,11500,150,737.6,801.4,150,124.3,760,20.8,6,150,14775
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,75,1.1,49,75,11550,,,,,,,,,,
